YEAR,REGION,SPECIES,BIOMASS,Source
1978,ESS,Spiny dogfish,565.771456,q adj biomass
1980,ESS,Spiny dogfish,744.1174986,q adj biomass
1981,ESS,Spiny dogfish,751.8291782,q adj biomass
1982,ESS,Spiny dogfish,4899.339815,q adj biomass
1983,ESS,Spiny dogfish,2754.448161,q adj biomass
1984,ESS,Spiny dogfish,5037.024129,q adj biomass
1985,ESS,Spiny dogfish,94786.18812,q adj biomass
1986,ESS,Spiny dogfish,8017.725058,q adj biomass
1987,ESS,Spiny dogfish,2631.624734,q adj biomass
1988,ESS,Spiny dogfish,7201.245695,q adj biomass
1989,ESS,Spiny dogfish,1868.573373,q adj biomass
1990,ESS,Spiny dogfish,659.6324733,q adj biomass
1991,ESS,Spiny dogfish,1058.832168,q adj biomass
1992,ESS,Spiny dogfish,7140.692944,q adj biomass
1993,ESS,Spiny dogfish,27956.77101,q adj biomass
1994,ESS,Spiny dogfish,1335.441829,q adj biomass
1995,ESS,Spiny dogfish,9297.141629,q adj biomass
1996,ESS,Spiny dogfish,1304.551657,q adj biomass
1997,ESS,Spiny dogfish,9016.083269,q adj biomass
1998,ESS,Spiny dogfish,912.2326875,q adj biomass
1999,ESS,Spiny dogfish,2461.301494,q adj biomass
2000,ESS,Spiny dogfish,1542.515598,q adj biomass
2001,ESS,Spiny dogfish,637.0346539,q adj biomass
2002,ESS,Spiny dogfish,1153.990057,q adj biomass
2003,ESS,Spiny dogfish,17975.16995,q adj biomass
2004,ESS,Spiny dogfish,245.34881,q adj biomass
2005,ESS,Spiny dogfish,7389.929579,q adj biomass
2006,ESS,Spiny dogfish,292.8664277,q adj biomass
2007,ESS,Spiny dogfish,77.20204945,q adj biomass
2008,ESS,Spiny dogfish,23.84608684,q adj biomass
2009,ESS,Spiny dogfish,460.12923,q adj biomass
1970,ESS,Squids (NS),1140.588363,minimum swept area
1971,ESS,Squids (NS),7928.797545,minimum swept area
1972,ESS,Squids (NS),2049.251455,minimum swept area
1973,ESS,Squids (NS),5253.880869,minimum swept area
1974,ESS,Squids (NS),4667.494364,minimum swept area
1975,ESS,Squids (NS),15721.51537,minimum swept area
1976,ESS,Squids (NS),70372.44264,minimum swept area
1977,ESS,Squids (NS),34200.04398,minimum swept area
1978,ESS,Squids (NS),8198.857203,minimum swept area
1979,ESS,Squids (NS),54110.87416,minimum swept area
1980,ESS,Squids (NS),5033.130042,minimum swept area
1981,ESS,Squids (NS),18450.86598,minimum swept area
1982,ESS,Squids (NS),1806.912173,minimum swept area
1983,ESS,Squids (NS),4523.270779,minimum swept area
1984,ESS,Squids (NS),2641.001307,minimum swept area
1985,ESS,Squids (NS),7205.977813,minimum swept area
1986,ESS,Squids (NS),1286.702334,minimum swept area
1987,ESS,Squids (NS),604.9669765,minimum swept area
1988,ESS,Squids (NS),9522.31059,minimum swept area
1989,ESS,Squids (NS),6508.266498,minimum swept area
1990,ESS,Squids (NS),12611.11306,minimum swept area
1991,ESS,Squids (NS),5100.128182,minimum swept area
1992,ESS,Squids (NS),3611.70634,minimum swept area
1993,ESS,Squids (NS),10485.54216,minimum swept area
1994,ESS,Squids (NS),6049.417937,minimum swept area
1995,ESS,Squids (NS),6346.87267,minimum swept area
1996,ESS,Squids (NS),3104.246064,minimum swept area
1997,ESS,Squids (NS),8360.697438,minimum swept area
1998,ESS,Squids (NS),2404.910888,minimum swept area
1999,ESS,Squids (NS),4444.851921,minimum swept area
2000,ESS,Squids (NS),200.5762821,minimum swept area
2001,ESS,Squids (NS),634.7558707,minimum swept area
2002,ESS,Squids (NS),3979.13532,minimum swept area
2003,ESS,Squids (NS),884.2144692,minimum swept area
2004,ESS,Squids (NS),42304.43058,minimum swept area
2005,ESS,Squids (NS),789.2922097,minimum swept area
2006,ESS,Squids (NS),28529.40898,minimum swept area
2007,ESS,Squids (NS),5812.808765,minimum swept area
2008,ESS,Squids (NS),9067.92582,minimum swept area
2009,ESS,Squids (NS),15042.69006,minimum swept area
1981,ESS,Stone crab,34.779,minimum swept area
1984,ESS,Stone crab,144.54,minimum swept area
1991,ESS,Stone crab,826.5,minimum swept area
1994,ESS,Stone crab,12.111,minimum swept area
1999,ESS,Stone crab,333.46,minimum swept area
2000,ESS,Stone crab,147.78,minimum swept area
2001,ESS,Stone crab,105.37,minimum swept area
2002,ESS,Stone crab,177.46,minimum swept area
2003,ESS,Stone crab,182.22,minimum swept area
2004,ESS,Stone crab,0.13636,minimum swept area
2005,ESS,Stone crab,231.81,minimum swept area
2006,ESS,Stone crab,151.9,minimum swept area
2007,ESS,Stone crab,151.83,minimum swept area
2008,ESS,Stone crab,381.82,minimum swept area
2009,ESS,Stone crab,240.11,minimum swept area
1999,ESS,Total Biomass,4193031.63,q finfish min swept invert
2000,ESS,Total Biomass,2282403.24,q finfish min swept invert
2001,ESS,Total Biomass,2771681.11,q finfish min swept invert
2002,ESS,Total Biomass,2249573.55,q finfish min swept invert
2003,ESS,Total Biomass,3016217.13,q finfish min swept invert
2004,ESS,Total Biomass,3901272.65,q finfish min swept invert
2005,ESS,Total Biomass,1076769.56,q finfish min swept invert
2006,ESS,Total Biomass,2545747.61,q finfish min swept invert
2007,ESS,Total Biomass,966464.78,q finfish min swept invert
2008,ESS,Total Biomass,1322791.46,q finfish min swept invert
2009,ESS,Total Biomass,1733004.36,q finfish min swept invert
1970,ESS,Total Fish Biomass,1102908.6,q adj biomass
1971,ESS,Total Fish Biomass,755709.7,q adj biomass
1972,ESS,Total Fish Biomass,631854.3,q adj biomass
1973,ESS,Total Fish Biomass,1092370.2,q adj biomass
1974,ESS,Total Fish Biomass,615762.1,q adj biomass
1975,ESS,Total Fish Biomass,913243.4,q adj biomass
1976,ESS,Total Fish Biomass,514795.5,q adj biomass
1977,ESS,Total Fish Biomass,808465.4,q adj biomass
1978,ESS,Total Fish Biomass,884027.5,q adj biomass
1979,ESS,Total Fish Biomass,543247.7,q adj biomass
1980,ESS,Total Fish Biomass,647246.7,q adj biomass
1981,ESS,Total Fish Biomass,677730.3,q adj biomass
1982,ESS,Total Fish Biomass,1018190.4,q adj biomass
1983,ESS,Total Fish Biomass,921910.1,q adj biomass
1984,ESS,Total Fish Biomass,1337039.5,q adj biomass
1985,ESS,Total Fish Biomass,1130370.1,q adj biomass
1986,ESS,Total Fish Biomass,1344869.2,q adj biomass
1987,ESS,Total Fish Biomass,2638923.9,q adj biomass
1988,ESS,Total Fish Biomass,941972.2,q adj biomass
1989,ESS,Total Fish Biomass,1250300.2,q adj biomass
1990,ESS,Total Fish Biomass,877611.6,q adj biomass
1991,ESS,Total Fish Biomass,1340511.6,q adj biomass
1992,ESS,Total Fish Biomass,934995.3,q adj biomass
1993,ESS,Total Fish Biomass,767577.4,q adj biomass
1994,ESS,Total Fish Biomass,2368720.5,q adj biomass
1995,ESS,Total Fish Biomass,2024871.7,q adj biomass
1996,ESS,Total Fish Biomass,1277475.1,q adj biomass
1997,ESS,Total Fish Biomass,1009082.3,q adj biomass
1998,ESS,Total Fish Biomass,2478159,q adj biomass
1999,ESS,Total Fish Biomass,4096420.4,q adj biomass
2000,ESS,Total Fish Biomass,2212301.4,q adj biomass
2001,ESS,Total Fish Biomass,2719323.8,q adj biomass
2002,ESS,Total Fish Biomass,2184778,q adj biomass
2003,ESS,Total Fish Biomass,2962080.3,q adj biomass
2004,ESS,Total Fish Biomass,3817165,q adj biomass
2005,ESS,Total Fish Biomass,981833.2,q adj biomass
2006,ESS,Total Fish Biomass,2442352.9,q adj biomass
2007,ESS,Total Fish Biomass,866330,q adj biomass
2008,ESS,Total Fish Biomass,1228298.4,q adj biomass
2009,ESS,Total Fish Biomass,1623146.5,q adj biomass
1999,ESS,Total Invertebrate Biomass,96611.23,minimum swept area
2000,ESS,Total Invertebrate Biomass,70101.84,minimum swept area
2001,ESS,Total Invertebrate Biomass,52357.31,minimum swept area
2002,ESS,Total Invertebrate Biomass,64795.55,minimum swept area
2003,ESS,Total Invertebrate Biomass,54136.83,minimum swept area
2004,ESS,Total Invertebrate Biomass,84107.65,minimum swept area
2005,ESS,Total Invertebrate Biomass,94936.36,minimum swept area
2006,ESS,Total Invertebrate Biomass,103394.71,minimum swept area
2007,ESS,Total Invertebrate Biomass,100134.78,minimum swept area
2008,ESS,Total Invertebrate Biomass,94493.06,minimum swept area
2009,ESS,Total Invertebrate Biomass,109857.86,minimum swept area
1970,ESS,White hake,14297.4294,q adj biomass
1971,ESS,White hake,5851.935852,q adj biomass
1972,ESS,White hake,9564.172896,q adj biomass
1973,ESS,White hake,11390.44598,q adj biomass
1974,ESS,White hake,19509.59312,q adj biomass
1975,ESS,White hake,8287.635491,q adj biomass
1976,ESS,White hake,14022.0973,q adj biomass
1977,ESS,White hake,17691.7515,q adj biomass
1978,ESS,White hake,13813.25693,q adj biomass
1979,ESS,White hake,6664.487794,q adj biomass
1980,ESS,White hake,9321.728593,q adj biomass
1981,ESS,White hake,31577.86831,q adj biomass
1982,ESS,White hake,23687.67666,q adj biomass
1983,ESS,White hake,28934.87538,q adj biomass
1984,ESS,White hake,35001.16747,q adj biomass
1985,ESS,White hake,48968.2615,q adj biomass
1986,ESS,White hake,41107.39603,q adj biomass
1987,ESS,White hake,15632.81636,q adj biomass
1988,ESS,White hake,21134.64449,q adj biomass
1989,ESS,White hake,20933.10263,q adj biomass
1990,ESS,White hake,12367.67467,q adj biomass
1991,ESS,White hake,11726.15054,q adj biomass
1992,ESS,White hake,10927.54633,q adj biomass
1993,ESS,White hake,11062.19967,q adj biomass
1994,ESS,White hake,8367.073393,q adj biomass
1995,ESS,White hake,11709.52916,q adj biomass
1996,ESS,White hake,11118.98912,q adj biomass
1997,ESS,White hake,19808.56109,q adj biomass
1998,ESS,White hake,9669.847137,q adj biomass
1999,ESS,White hake,6533.297667,q adj biomass
2000,ESS,White hake,11087.0325,q adj biomass
2001,ESS,White hake,14911.50694,q adj biomass
2002,ESS,White hake,6053.617765,q adj biomass
2003,ESS,White hake,7553.416669,q adj biomass
2004,ESS,White hake,5172.331127,q adj biomass
2005,ESS,White hake,10993.71901,q adj biomass
2006,ESS,White hake,8828.346901,q adj biomass
2007,ESS,White hake,7790.203267,q adj biomass
2008,ESS,White hake,7876.525912,q adj biomass
2009,ESS,White hake,9188.758001,q adj biomass
1971,ESS,Windowpane,72.10381403,q adj biomass
1974,ESS,Windowpane,18.27528822,q adj biomass
1975,ESS,Windowpane,117.5417881,q adj biomass
1977,ESS,Windowpane,136.4092134,q adj biomass
1978,ESS,Windowpane,174.3780922,q adj biomass
1979,ESS,Windowpane,57.75572339,q adj biomass
1980,ESS,Windowpane,26.92432393,q adj biomass
1981,ESS,Windowpane,15.93323493,q adj biomass
1982,ESS,Windowpane,2097.030101,q adj biomass
1984,ESS,Windowpane,501.0994537,q adj biomass
1985,ESS,Windowpane,33.65167845,q adj biomass
1987,ESS,Windowpane,48.63318526,q adj biomass
1988,ESS,Windowpane,51.28668298,q adj biomass
1990,ESS,Windowpane,9.38400332,q adj biomass
1991,ESS,Windowpane,79.8002181,q adj biomass
1992,ESS,Windowpane,54.87435415,q adj biomass
1993,ESS,Windowpane,11.86180195,q adj biomass
1995,ESS,Windowpane,13.10475116,q adj biomass
1996,ESS,Windowpane,23.45221633,q adj biomass
1998,ESS,Windowpane,16.47454432,q adj biomass
2002,ESS,Windowpane,11.35894986,q adj biomass
2003,ESS,Windowpane,124.1206617,q adj biomass
2004,ESS,Windowpane,45.27593851,q adj biomass
2005,ESS,Windowpane,59.10908754,q adj biomass
2009,ESS,Windowpane,53.6042296,q adj biomass
1970,ESS,Winter flounder,1939.94795,q adj biomass
1971,ESS,Winter flounder,2531.021346,q adj biomass
1972,ESS,Winter flounder,6396.007111,q adj biomass
1973,ESS,Winter flounder,2960.732187,q adj biomass
1974,ESS,Winter flounder,1890.748769,q adj biomass
1975,ESS,Winter flounder,2274.89263,q adj biomass
1976,ESS,Winter flounder,703.2002708,q adj biomass
1977,ESS,Winter flounder,1438.976442,q adj biomass
1978,ESS,Winter flounder,424.5959434,q adj biomass
1979,ESS,Winter flounder,380.8747237,q adj biomass
1980,ESS,Winter flounder,1247.229918,q adj biomass
1981,ESS,Winter flounder,683.7514784,q adj biomass
1982,ESS,Winter flounder,2071.148657,q adj biomass
1983,ESS,Winter flounder,455.2479968,q adj biomass
1984,ESS,Winter flounder,4884.207194,q adj biomass
1985,ESS,Winter flounder,4991.797016,q adj biomass
1986,ESS,Winter flounder,3051.114552,q adj biomass
1987,ESS,Winter flounder,3825.652035,q adj biomass
1988,ESS,Winter flounder,3418.435706,q adj biomass
1989,ESS,Winter flounder,3969.138444,q adj biomass
1990,ESS,Winter flounder,7555.182704,q adj biomass
1991,ESS,Winter flounder,13313.38553,q adj biomass
1992,ESS,Winter flounder,5438.767749,q adj biomass
1993,ESS,Winter flounder,12353.80641,q adj biomass
1994,ESS,Winter flounder,5378.392489,q adj biomass
1995,ESS,Winter flounder,3997.310725,q adj biomass
1996,ESS,Winter flounder,5253.419261,q adj biomass
1997,ESS,Winter flounder,4508.400238,q adj biomass
1998,ESS,Winter flounder,23952.94201,q adj biomass
1999,ESS,Winter flounder,2421.068583,q adj biomass
2000,ESS,Winter flounder,7870.477904,q adj biomass
2001,ESS,Winter flounder,4032.212778,q adj biomass
2002,ESS,Winter flounder,1394.997359,q adj biomass
2003,ESS,Winter flounder,1070.864521,q adj biomass
2004,ESS,Winter flounder,2267.699662,q adj biomass
2005,ESS,Winter flounder,1474.147276,q adj biomass
2006,ESS,Winter flounder,2590.455378,q adj biomass
2007,ESS,Winter flounder,2682.385157,q adj biomass
2008,ESS,Winter flounder,1245.9581,q adj biomass
2009,ESS,Winter flounder,3443.706519,q adj biomass
1970,ESS,Witch flounder,11348.3784,q adj biomass
1971,ESS,Witch flounder,14160.50692,q adj biomass
1972,ESS,Witch flounder,10220.77642,q adj biomass
1973,ESS,Witch flounder,20762.22113,q adj biomass
1974,ESS,Witch flounder,42127.03034,q adj biomass
1975,ESS,Witch flounder,13326.74029,q adj biomass
1976,ESS,Witch flounder,7330.393778,q adj biomass
1977,ESS,Witch flounder,8722.027715,q adj biomass
1978,ESS,Witch flounder,7405.419109,q adj biomass
1979,ESS,Witch flounder,3615.617332,q adj biomass
1980,ESS,Witch flounder,7702.957872,q adj biomass
1981,ESS,Witch flounder,8860.076471,q adj biomass
1982,ESS,Witch flounder,8137.622254,q adj biomass
1983,ESS,Witch flounder,8370.525547,q adj biomass
1984,ESS,Witch flounder,7348.992307,q adj biomass
1985,ESS,Witch flounder,9632.033927,q adj biomass
1986,ESS,Witch flounder,12482.3807,q adj biomass
1987,ESS,Witch flounder,4919.457869,q adj biomass
1988,ESS,Witch flounder,5866.309226,q adj biomass
1989,ESS,Witch flounder,11200.46317,q adj biomass
1990,ESS,Witch flounder,3386.013703,q adj biomass
1991,ESS,Witch flounder,6780.908649,q adj biomass
1992,ESS,Witch flounder,5215.152876,q adj biomass
1993,ESS,Witch flounder,5122.076436,q adj biomass
1994,ESS,Witch flounder,6637.759218,q adj biomass
1995,ESS,Witch flounder,6675.844734,q adj biomass
1996,ESS,Witch flounder,8072.959137,q adj biomass
1997,ESS,Witch flounder,14192.2891,q adj biomass
1998,ESS,Witch flounder,11286.8221,q adj biomass
1999,ESS,Witch flounder,16724.33336,q adj biomass
2000,ESS,Witch flounder,10879.83849,q adj biomass
2001,ESS,Witch flounder,15704.47075,q adj biomass
2002,ESS,Witch flounder,8506.503953,q adj biomass
2003,ESS,Witch flounder,15347.58468,q adj biomass
2004,ESS,Witch flounder,8783.034584,q adj biomass
2005,ESS,Witch flounder,17921.37059,q adj biomass
2006,ESS,Witch flounder,15667.29421,q adj biomass
2007,ESS,Witch flounder,19074.9828,q adj biomass
2008,ESS,Witch flounder,11779.46329,q adj biomass
2009,ESS,Witch flounder,40105.48502,q adj biomass
1970,ESS,Wolffishes (NS),3749.990438,q adj biomass
1971,ESS,Wolffishes (NS),3913.601262,q adj biomass
1972,ESS,Wolffishes (NS),4272.886192,q adj biomass
1973,ESS,Wolffishes (NS),3147.672142,q adj biomass
1974,ESS,Wolffishes (NS),1519.342698,q adj biomass
1975,ESS,Wolffishes (NS),3155.283026,q adj biomass
1976,ESS,Wolffishes (NS),4129.012244,q adj biomass
1977,ESS,Wolffishes (NS),2741.079221,q adj biomass
1978,ESS,Wolffishes (NS),3751.457609,q adj biomass
1979,ESS,Wolffishes (NS),2581.861592,q adj biomass
1980,ESS,Wolffishes (NS),5817.971717,q adj biomass
1981,ESS,Wolffishes (NS),3144.658528,q adj biomass
1982,ESS,Wolffishes (NS),4181.979482,q adj biomass
1983,ESS,Wolffishes (NS),3230.042391,q adj biomass
1984,ESS,Wolffishes (NS),1501.67136,q adj biomass
1985,ESS,Wolffishes (NS),4023.310303,q adj biomass
1986,ESS,Wolffishes (NS),2352.273553,q adj biomass
1987,ESS,Wolffishes (NS),2900.205434,q adj biomass
1988,ESS,Wolffishes (NS),3971.165466,q adj biomass
1989,ESS,Wolffishes (NS),4315.302128,q adj biomass
1990,ESS,Wolffishes (NS),3330.718458,q adj biomass
1991,ESS,Wolffishes (NS),3706.197783,q adj biomass
1992,ESS,Wolffishes (NS),1424.330618,q adj biomass
1993,ESS,Wolffishes (NS),2745.027875,q adj biomass
1994,ESS,Wolffishes (NS),2344.110061,q adj biomass
1995,ESS,Wolffishes (NS),1592.415573,q adj biomass
1996,ESS,Wolffishes (NS),1711.918755,q adj biomass
1997,ESS,Wolffishes (NS),1247.285999,q adj biomass
1998,ESS,Wolffishes (NS),2753.996482,q adj biomass
1999,ESS,Wolffishes (NS),1581.051499,q adj biomass
2000,ESS,Wolffishes (NS),2595.677629,q adj biomass
2001,ESS,Wolffishes (NS),3271.723267,q adj biomass
2002,ESS,Wolffishes (NS),1308.351728,q adj biomass
2003,ESS,Wolffishes (NS),2923.393756,q adj biomass
2004,ESS,Wolffishes (NS),775.970732,q adj biomass
2005,ESS,Wolffishes (NS),824.3873045,q adj biomass
2006,ESS,Wolffishes (NS),1404.445327,q adj biomass
2007,ESS,Wolffishes (NS),1379.155815,q adj biomass
2008,ESS,Wolffishes (NS),2081.941418,q adj biomass
2009,ESS,Wolffishes (NS),605.5440253,q adj biomass
1970,ESS,Yellowtail flounder,76615.70789,q adj biomass
1971,ESS,Yellowtail flounder,65736.69405,q adj biomass
1972,ESS,Yellowtail flounder,71766.02279,q adj biomass
1973,ESS,Yellowtail flounder,73500.56031,q adj biomass
1974,ESS,Yellowtail flounder,98740.33834,q adj biomass
1975,ESS,Yellowtail flounder,113627.9452,q adj biomass
1976,ESS,Yellowtail flounder,77545.87264,q adj biomass
1977,ESS,Yellowtail flounder,202290.4883,q adj biomass
1978,ESS,Yellowtail flounder,49104.23699,q adj biomass
1979,ESS,Yellowtail flounder,64414.61641,q adj biomass
1980,ESS,Yellowtail flounder,49845.79828,q adj biomass
1981,ESS,Yellowtail flounder,76606.10414,q adj biomass
1982,ESS,Yellowtail flounder,87253.11301,q adj biomass
1983,ESS,Yellowtail flounder,45041.71311,q adj biomass
1984,ESS,Yellowtail flounder,51431.54459,q adj biomass
1985,ESS,Yellowtail flounder,51467.93583,q adj biomass
1986,ESS,Yellowtail flounder,42293.25538,q adj biomass
1987,ESS,Yellowtail flounder,52899.1866,q adj biomass
1988,ESS,Yellowtail flounder,43129.31985,q adj biomass
1989,ESS,Yellowtail flounder,50207.51676,q adj biomass
1990,ESS,Yellowtail flounder,68087.52533,q adj biomass
1991,ESS,Yellowtail flounder,90172.58242,q adj biomass
1992,ESS,Yellowtail flounder,71989.25192,q adj biomass
1993,ESS,Yellowtail flounder,40990.3028,q adj biomass
1994,ESS,Yellowtail flounder,36540.93021,q adj biomass
1995,ESS,Yellowtail flounder,42322.97582,q adj biomass
1996,ESS,Yellowtail flounder,36202.48344,q adj biomass
1997,ESS,Yellowtail flounder,107041.345,q adj biomass
1998,ESS,Yellowtail flounder,53566.2905,q adj biomass
1999,ESS,Yellowtail flounder,61850.85245,q adj biomass
2000,ESS,Yellowtail flounder,47361.00184,q adj biomass
2001,ESS,Yellowtail flounder,32131.73788,q adj biomass
2002,ESS,Yellowtail flounder,38427.87492,q adj biomass
2003,ESS,Yellowtail flounder,23707.63703,q adj biomass
2004,ESS,Yellowtail flounder,55297.84563,q adj biomass
2005,ESS,Yellowtail flounder,38402.05008,q adj biomass
2006,ESS,Yellowtail flounder,71790.39087,q adj biomass
2007,ESS,Yellowtail flounder,72159.28821,q adj biomass
2008,ESS,Yellowtail flounder,35202.79426,q adj biomass
2009,ESS,Yellowtail flounder,87452.90282,q adj biomass
1963,GB,American plaice,8291.985692,q corrected biomass
1964,GB,American plaice,5274.562731,q corrected biomass
1965,GB,American plaice,1626.106731,q corrected biomass
1966,GB,American plaice,8179.533231,q corrected biomass
1967,GB,American plaice,3342.411808,q corrected biomass
